<Statuses>
	<StatusEvent>
		<ConsignmentNumber>DME186931</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>56413, 56703</SenderReference>
		<StatusDateTime>26/10/2021 10:35 +11:00</StatusDateTime>
		<Status>PickupReceived</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>DME186931</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>56413, 56703</SenderReference>
		<StatusDateTime>26/10/2021 10:36 +11:00</StatusDateTime>
		<Status>Assigned</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
</Statuses>
