<Statuses>
	<StatusEvent>
		<ConsignmentNumber>PLX019096</ConsignmentNumber>
		<UniqueId>f9a15556-106b-411b-a43c-2f6035ea5d62</UniqueId>
		<SenderReference>88691</SenderReference>
		<StatusDateTime>21/10/2021 00:23 +11:00</StatusDateTime>
		<Status>PickupReceived</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX019096</ConsignmentNumber>
		<UniqueId>f9a15556-106b-411b-a43c-2f6035ea5d62</UniqueId>
		<SenderReference>88691</SenderReference>
		<StatusDateTime>21/10/2021 00:23 +11:00</StatusDateTime>
		<Status>Assigned</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
</Statuses>
