<Statuses>
	<StatusEvent>
		<ConsignmentNumber>PLX186770</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>88873</SenderReference>
		<StatusDateTime>26/10/2021 17:20 +11:00</StatusDateTime>
		<Status>InDepot</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX186766</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>88870</SenderReference>
		<StatusDateTime>26/10/2021 17:21 +11:00</StatusDateTime>
		<Status>InDepot</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX019105</ConsignmentNumber>
		<UniqueId>d0b4bb6f-a434-4f7e-98cd-acc4a711b289</UniqueId>
		<SenderReference>88952</SenderReference>
		<StatusDateTime>26/10/2021 17:22 +11:00</StatusDateTime>
		<Status>InDepot</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
</Statuses>
