<Statuses>
	<StatusEvent>
		<ConsignmentNumber>PLX018949</ConsignmentNumber>
		<UniqueId>f081d36f-3407-456f-a2e6-a21157033bf7</UniqueId>
		<SenderReference>88311</SenderReference>
		<StatusDateTime>14/10/2021 01:41 +11:00</StatusDateTime>
		<Status>PickupReceived</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX018949</ConsignmentNumber>
		<UniqueId>f081d36f-3407-456f-a2e6-a21157033bf7</UniqueId>
		<SenderReference>88311</SenderReference>
		<StatusDateTime>14/10/2021 01:41 +11:00</StatusDateTime>
		<Status>Assigned</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
</Statuses>
