<Statuses>
	<StatusEvent>
		<ConsignmentNumber>PLX018921</ConsignmentNumber>
		<UniqueId>34cb1b43-c971-42a0-b1ca-30fb2835681a</UniqueId>
		<SenderReference>88265</SenderReference>
		<StatusDateTime>13/10/2021 02:14 +11:00</StatusDateTime>
		<Status>PickupReceived</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX018921</ConsignmentNumber>
		<UniqueId>34cb1b43-c971-42a0-b1ca-30fb2835681a</UniqueId>
		<SenderReference>88265</SenderReference>
		<StatusDateTime>13/10/2021 02:14 +11:00</StatusDateTime>
		<Status>Assigned</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
</Statuses>
