<Statuses>
	<StatusEvent>
		<ConsignmentNumber>PLX187019</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>88996</SenderReference>
		<StatusDateTime>01/11/2021 17:51 +11:00</StatusDateTime>
		<Status>InDepot</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX187314</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>89045</SenderReference>
		<StatusDateTime>01/11/2021 17:52 +11:00</StatusDateTime>
		<Status>InDepot</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX187018</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>88995</SenderReference>
		<StatusDateTime>01/11/2021 17:50 +11:00</StatusDateTime>
		<Status>InDepot</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX187335</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>89054</SenderReference>
		<StatusDateTime>01/11/2021 17:50 +11:00</StatusDateTime>
		<Status>InDepot</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX019113</ConsignmentNumber>
		<UniqueId>7f8fc880-9440-49a9-a79e-c01131eaefdd</UniqueId>
		<SenderReference>88858</SenderReference>
		<StatusDateTime>01/11/2021 17:52 +11:00</StatusDateTime>
		<Status>InDepot</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX187317</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>89047</SenderReference>
		<StatusDateTime>01/11/2021 17:50 +11:00</StatusDateTime>
		<Status>InDepot</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX019124</ConsignmentNumber>
		<UniqueId>115e9cde-80b9-436d-bfb0-9eccef3a6670</UniqueId>
		<SenderReference>89219</SenderReference>
		<StatusDateTime>01/11/2021 17:52 +11:00</StatusDateTime>
		<Status>InDepot</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX019131</ConsignmentNumber>
		<UniqueId>7c5df08a-d001-468d-aeef-e85910cbe4c7</UniqueId>
		<SenderReference>88974</SenderReference>
		<StatusDateTime>01/11/2021 17:50 +11:00</StatusDateTime>
		<Status>InDepot</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX187336</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>89052</SenderReference>
		<StatusDateTime>01/11/2021 17:50 +11:00</StatusDateTime>
		<Status>InDepot</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX187318</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>89049</SenderReference>
		<StatusDateTime>01/11/2021 17:54 +11:00</StatusDateTime>
		<Status>InDepot</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX187315</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>89046</SenderReference>
		<StatusDateTime>01/11/2021 17:54 +11:00</StatusDateTime>
		<Status>InDepot</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX186917</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>88964</SenderReference>
		<StatusDateTime>01/11/2021 17:54 +11:00</StatusDateTime>
		<Status>InDepot</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX187014</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>88992</SenderReference>
		<StatusDateTime>01/11/2021 17:54 +11:00</StatusDateTime>
		<Status>InDepot</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
</Statuses>
