<Statuses>
	<StatusEvent>
		<ConsignmentNumber>PLX187327</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>89070</SenderReference>
		<StatusDateTime>03/11/2021 09:07 +11:00</StatusDateTime>
		<Status>Assigned</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX187317</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>89047</SenderReference>
		<StatusDateTime>03/11/2021 09:07 +11:00</StatusDateTime>
		<Status>Assigned</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX187336</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>89052</SenderReference>
		<StatusDateTime>03/11/2021 09:09 +11:00</StatusDateTime>
		<Status>Assigned</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
</Statuses>
