<Statuses>
	<StatusEvent>
		<ConsignmentNumber>DME188733</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>CS00482029</SenderReference>
		<StatusDateTime>05/11/2021 16:31 +11:00</StatusDateTime>
		<Status>PickupReceived</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>DME188733</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>CS00482029</SenderReference>
		<StatusDateTime>05/11/2021 16:31 +11:00</StatusDateTime>
		<Status>Assigned</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
</Statuses>
