<Statuses>
	<StatusEvent>
		<ConsignmentNumber>DME185639</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>CS00483836</SenderReference>
		<StatusDateTime>20/10/2021 10:33 +11:00</StatusDateTime>
		<Status>Delivered</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>DME184828</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>22283</SenderReference>
		<StatusDateTime>20/10/2021 10:34 +11:00</StatusDateTime>
		<Status>OnDelivery</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
</Statuses>
