<Statuses>
	<StatusEvent>
		<ConsignmentNumber>DME188091</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>4236139, 4236141, 4236144</SenderReference>
		<StatusDateTime>05/11/2021 09:40 +10:00</StatusDateTime>
		<Status>Assigned</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX186961</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>88932</SenderReference>
		<StatusDateTime>05/11/2021 09:40 +11:00</StatusDateTime>
		<Status>Assigned</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX019111</ConsignmentNumber>
		<UniqueId>4741e323-fa20-4fba-bb14-632aa2fb68b3</UniqueId>
		<SenderReference>88856</SenderReference>
		<StatusDateTime>05/11/2021 09:41 +08:00</StatusDateTime>
		<Status>Assigned</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
</Statuses>
