<Statuses>
	<StatusEvent>
		<ConsignmentNumber>PL014978</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference></SenderReference>
		<StatusDateTime>13/10/2021 09:25 +11:00</StatusDateTime>
		<Status>Assigned</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX018786</ConsignmentNumber>
		<UniqueId>7c871089-ac5f-4426-ae18-f5c7c1127f2c</UniqueId>
		<SenderReference>88074</SenderReference>
		<StatusDateTime>13/10/2021 09:25 +10:00</StatusDateTime>
		<Status>Assigned</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
</Statuses>
