<Statuses>
	<StatusEvent>
		<ConsignmentNumber>PLX189233</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>393503651002099575, 393503651002099582</SenderReference>
		<StatusDateTime>16/11/2021 13:49 +11:00</StatusDateTime>
		<Status>MobileShortDelivered</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX189233</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>393503651002099575, 393503651002099582</SenderReference>
		<StatusDateTime>16/11/2021 13:49 +11:00</StatusDateTime>
		<Status>InTransit</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
</Statuses>
