<Statuses>
	<StatusEvent>
		<ConsignmentNumber>PLX187640</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>89241</SenderReference>
		<StatusDateTime>03/11/2021 07:20 +11:00</StatusDateTime>
		<Status>MobileReturnDepot</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
<StatusEvent>
		<ConsignmentNumber>PLX187640</ConsignmentNumber>
		<UniqueId></UniqueId>
		<SenderReference>89241</SenderReference>
		<StatusDateTime>03/11/2021 07:20 +11:00</StatusDateTime>
		<Status>InDepot</Status>
		<StatusTag></StatusTag>
	</StatusEvent>
</Statuses>
